"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","response","view_history","scenario","ask_size","interaction_history","buttons","button_pressed","correct","stimulus"
"","","","","","html-button-response","38","1679021","0.0-6.0-9.2","8697","2","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">Can I play one more round of game?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/activity-agent.png""> 
        "
"","","","","","instructions","39","1680953","0.0-6.0-10.2","1931","","[{""page_index"":0,""viewing_time"":1931}]","","","","","","",""
"","","","","","instructions","40","1684681","0.0-6.0-0.3","3727","","[{""page_index"":0,""viewing_time"":3727}]","","","","","","",""
"","","","","","instructions","41","1719828","0.0-6.0-1.3","35147","","[{""page_index"":0,""viewing_time"":26900},{""page_index"":1,""viewing_time"":5087},{""page_index"":2,""viewing_time"":3160}]","","","","","","",""
"","","","","","survey-text","42","1726520","0.0-6.0-2.3","6680","{""Q0"":""1""}","","","","","","","",""
"","","","","","instructions","43","1731509","0.0-6.0-3.3","4989","","[{""page_index"":0,""viewing_time"":4989}]","","","","","","",""
"","","","","","KiN_response","44","1737961","0.0-6.0-4.3","","alittle","","toy","small","failed","[""alot"",""alittle""]","right","",""
"","","","","","instructions","45","1767540","0.0-6.0-5.3","29579","","[{""page_index"":0,""viewing_time"":13852},{""page_index"":1,""viewing_time"":2535},{""page_index"":2,""viewing_time"":3952},{""page_index"":3,""viewing_time"":4219},{""page_index"":4,""viewing_time"":5020}]","","","","","","",""
"","","","","","KiN_response","46","1778807","0.0-6.0-6.3","","Can I get one more toy?","","toy","small","failed","[""Can I get one more toy?"",""If I share my toys, can I get one more toy?""]","left","",""
"","","","","","html-button-response","47","1788211","0.0-6.0-7.3","9402","2","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">If I share my toys, can I get one more toy?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/toy-agent.png""> 
            "
"","","","","","instructions","48","1789685","0.0-6.0-8.3","1474","","[{""page_index"":0,""viewing_time"":1474}]","","","","","","",""
"","","","","","html-button-response","49","1798700","0.0-6.0-9.3","9013","2","","","","","","","","
          <span style=""font-size: 2vw; font-weight:bold;"">Can I get one more toy?</span><br><br>
          <img style = 'width: 10vw;' src=""stim/more-stim/toy-agent.png""> 
        "
"","","","","","instructions","50","1801778","0.0-6.0-10.3","3078","","[{""page_index"":0,""viewing_time"":3078}]","","","","","","",""
